Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-35636-2023","2023-07-26 15:29:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","3669888","115.18","115.18","2 B/R","1","","","","1","1","","Beach Mansion"
"102-35637-2023","2023-07-26 15:33:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","3649888","114.67","114.67","2 B/R","1","","","","1","1","","Beach Mansion"
"102-35638-2023","2023-07-26 15:35:39","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","1884888","74.15","74.15","1 B/R","1","","","","1","1","","Beach Mansion"
"102-35639-2023","2023-07-26 15:37:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","1881888","73.4","73.4","1 B/R","1","","","","1","1","","Beach Mansion"
"102-35640-2023","2023-07-26 15:44:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","7683888","228.54","228.54","4 B/R","2","","","","1","1","","Beach Mansion"
"102-35641-2023","2023-07-26 16:14:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","3628888","114.67","114.67","2 B/R","1","","","","1","1","","Beach Mansion"
"102-35642-2023","2023-07-26 16:20:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","1877888","73.4","73.4","1 B/R","1","","","","1","1","","Beach Mansion"
"11-23736-2023","2023-07-26 15:20:43","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","3250000","73.95","73.95","1 B/R","P1-50","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","",""
"13-12621-2023","2023-07-26 15:18:11","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Office","7500000","359.33","359.33","Office","L3-121 TO L3-129","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","BD BOULEVARD PLAZA"
"13-12622-2023","2023-07-26 15:35:22","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Warqa Fourth","Land","Residential","300000","1463.78","1463.78","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-12623-2023","2023-07-26 15:59:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Land","Residential","1530000","253.02","253.02","","","","","Motor City","0","0","","DAMAC HILLS- PELHAM "
